бързо,barzo,quickly,Transliteration: barzo<br><br>Translation: quickly
говоря,govorya,speak,Transliteration: govorya<br><br>Translation: speak
цели,tseli,goal,Transliteration: tseli<br><br>Translation: goal
напътствия,napatstviya,guidance,Transliteration: napatstviya<br><br>Translation: guidance
наш,nash,ours,Transliteration: nash<br><br>Translation: ours
целта,tselta,purpose,Transliteration: tselta<br><br>Translation: purpose
Възкресението,Vazkresenieto,Resurrection,Transliteration: Vazkresenieto<br><br>Translation: Resurrection
чудо,chudo,miracle,Transliteration: chudo<br><br>Translation: miracle
Солт,Solt,Solo,Transliteration: Solt<br><br>Translation: Solo
знаят,znayat,they know,Transliteration: znayat<br><br>Translation: they know
болка,bolka,pain,Transliteration: bolka<br><br>Translation: pain
какви,kakvi,what,Transliteration: kakvi<br><br>Translation: what
желания,zhelaniya,desire,Transliteration: zhelaniya<br><br>Translation: desire
веднага,vednaga,immediately,Transliteration: vednaga<br><br>Translation: immediately
знаете,znaete,you know,Transliteration: znaete<br><br>Translation: you know
духовните,duhovnite,spiritual,Transliteration: duhovnite<br><br>Translation: spiritual
единствено,edinstveno,only,Transliteration: edinstveno<br><br>Translation: only
чувство,chuvstvo,feeling,Transliteration: chuvstvo<br><br>Translation: feeling
Моето,Moeto,My,Transliteration: Moeto<br><br>Translation: My
възвисяване,vazvisyavane,exaltation,Transliteration: vazvisyavane<br><br>Translation: exaltation
пълнотата,palnotata,fullness,Transliteration: palnotata<br><br>Translation: fullness
Съединените,Saedinenite,Joined,Transliteration: Saedinenite<br><br>Translation: Joined
